Consulate: ABJ
+---------------+-------------+---------+---------------+--------------+----------+--------------+
| Case Number   | Consulate   | City    | Country       | PrevStatus   | Status   | statusDate   |
| 2023AF22001   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF22302   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24870   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24878   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24894   | ALG         | Algiers | Algeria   | Ready        | Refused221g | 16-May-2023  |
| 2023AF24920   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24953   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24969   | ALG         | Algiers | Algeria   | Ready        | Refused     | 16-May-2023  |
| 2023AF24976   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF24984   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF25013   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF26598   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF26884   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF26971   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27026   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27054   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27073   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27107   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27118   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27121   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF27148   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28245   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28254   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28300   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28327   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28383   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28396   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF28404   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29111   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29112   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29194   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29538   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29543   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29572   | ALG         | Algiers | Algeria   | Ready        | Refused221g | 16-May-2023  |
| 2023AF29573   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29581   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29610   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29615   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29625   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29648   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF29667   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF30274   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF30278   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF30292   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF30571   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF30630   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31238   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31503   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31516   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31527   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31545   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31878   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
| 2023AF31914   | ALG         | Algiers | Algeria   | Ready        | AP          | 16-May-2023  |
+---------------+-------------+---------+-----------+--------------+-------------+--------------+
Consulate: AMM
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AS1640    | AMM         | Amman  | Jordan    | Refused221g  | AP       | 16-May-2023  |
| 2023AS12417   | AMM         | Amman  | Jordan    | AP           | Issued   | 16-May-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
Consulate: ANK
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AS3003    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS3566    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4151    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4179    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4228    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4389    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4480    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4541    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4593    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023AS4601    | ANK         | Ankara | Turkey    | AP           | Issued   | 16-May-2023  |
| 2023EU7368    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU7709    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU8051    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU8787    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU8976    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9299    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9557    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9637    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9802    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9831    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9837    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9848    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9884    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9888    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9919    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9963    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU9965    | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU10010   | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU10035   | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU10179   | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU10230   | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
| 2023EU10248   | ANK         | Ankara | Turkey    | InTransit    | Ready    | 16-May-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
Consulate: ATA
+---------------+-------------+--------+------------+--------------+-------------+--------------+
| Case Number   | Consulate   | City   | Country    | PrevStatus   | Status      | statusDate   |
|---------------+-------------+--------+------------+--------------+-------------+--------------|
| 2023EU3121    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU3426    | ATA         | Almaty | Kazakhstan | Ready        | Refused     | 16-May-2023  |
| 2023EU3865    | ATA         | Almaty | Kazakhstan | Ready        | Refused221g | 16-May-2023  |
| 2023EU4484    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU4802    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU6512    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU6663    | ATA         | Almaty | Kazakhstan | Ready        | Refused221g | 16-May-2023  |
| 2023EU6737    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU8730    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU9001    | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU9747    | ATA         | Almaty | Kazakhstan | Ready        | Refused221g | 16-May-2023  |
| 2023EU10062   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU11213   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU11227   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU14968   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU15202   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
| 2023EU15455   | ATA         | Almaty | Kazakhstan | Ready        | AP          | 16-May-2023  |
