Consulate: ADD
+---------------+-------------+-------------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City        | Country   | PrevStatus   | Status   | statusDate   |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AF25883   | DOH         | Doha   | Qatar     | AP           | Issued   | 16-Jul-2023  |
| 2023AS8081    | DOH         | Doha   | Qatar     | AP           | Issued   | 16-Jul-2023  |
| 2023AS16621   | DOH         | Doha   | Qatar     | AP           | Issued   | 16-Jul-2023  |
| 2023EU4595    | DOH         | Doha   | Qatar     | AP           | Issued   | 16-Jul-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
Consulate: KWT
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AF22080   | KWT         | Kuwait | Kuwait    | Ready        | Issued   | 16-Jul-2023  |
| 2023AF30711   | KWT         | Kuwait | Kuwait    | Ready        | AP       | 16-Jul-2023  |
| 2023AF34017   | KWT         | Kuwait | Kuwait    | Ready        | Issued   | 16-Jul-2023  |
| 2023AF38446   | KWT         | Kuwait | Kuwait    | AP           | Issued   | 16-Jul-2023  |
| 2023AF39579   | KWT         | Kuwait | Kuwait    | Ready        | Issued   | 16-Jul-2023  |
| 2023AF39815   | KWT         | Kuwait | Kuwait    | AP           | Issued   | 16-Jul-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
Consulate: MST
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AF18664   | MST         | Muscat | Oman      | Ready        | AP       | 15-Jul-2023  |
| 2023EU10264   | MST         | Muscat | Oman      | Ready        | AP       | 15-Jul-2023  |
| 2023EU28202   | MST         | Muscat | Oman      | Ready        | AP       | 15-Jul-2023  |
| 2023EU28901   | MST         | Muscat | Oman      | Ready        | AP       | 16-Jul-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
Consulate: RID
+---------------+-------------+--------+--------------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country      | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+--------------+--------------+----------+--------------|
| 2023AF339     | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF794     | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF875     | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF882     | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF1874    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF1965    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF2111    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF3873    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF4562    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5146    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5251    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5265    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5470    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5655    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF5908    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF6553    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF9094    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF9881    | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF10108   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF10175   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF10570   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF11587   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF11612   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12360   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12528   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12577   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12598   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12658   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF12921   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF13002   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF13055   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF13433   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF14236   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF14268   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF14292   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF14452   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF14882   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF15158   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF15317   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF15440   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF15549   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF16821   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF16879   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF17066   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF17069   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF17164   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF17185   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF17587   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF18112   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF18344   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF18954   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19031   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19079   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19237   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19322   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19421   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19593   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19615   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19708   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF19930   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF20639   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF20768   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF21122   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF21142   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF21384   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF21753   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF21818   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF22094   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF22538   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF22599   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF22706   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF22910   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF23405   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF23539   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF23738   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF23745   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF24177   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF24682   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF24817   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF25205   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF25989   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26016   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26297   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26416   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26703   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26744   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF26937   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF27022   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF27112   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AF27282   | RID         | Riyadh | Saudi Arabia | InTransit    | Ready    | 16-Jul-2023  |
| 2023AS874     | RID         | Riyadh | Saudi Arabia | Ready        | AP       | 16-Jul-2023  |
| 2023AS1444    | RID         | Riyadh | Saudi Arabia | Ready        | AP       | 16-Jul-2023  |
| 2023AS2342    | RID         | Riyadh | Saudi Arabia | Ready        | AP       | 16-Jul-2023  |
| 2023AS8285    | RID         | Riyadh | Saudi Arabia | Ready        | AP       | 16-Jul-2023  |
+---------------+-------------+--------+--------------+--------------+----------+--------------+
Consulate: VNN
+---------------+-------------+--------+-----------+--------------+----------+--------------+
| Case Number   | Consulate   | City   | Country   | PrevStatus   | Status   | statusDate   |
|---------------+-------------+--------+-----------+--------------+----------+--------------|
| 2023AF12712   | VNN         | Vienna | Austria   | InTransit    | Ready    | 17-Jul-2023  |
+---------------+-------------+--------+-----------+--------------+----------+--------------+
